timestamp,timestamp_iso,lat,lon,datarate,jitter,ip_local,port_local,ip_remote,port_remote,measurement
2021-06-22 09:53:29.359241+02:00,,,,112000000.0,9.5e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:30.359181+02:00,,,,125000000.0,5.9e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:31.359284+02:00,,,,129000000.0,9.7e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:32.359233+02:00,,,,123000000.0,9.800000000000001e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:33.359181+02:00,,,,140000000.0,9.5e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:34.359256+02:00,,,,131000000.0,0.000106,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:35.359204+02:00,,,,125000000.0,6.800000000000001e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:36.359171+02:00,,,,143000000.0,0.000163,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:37.359314+02:00,,,,129000000.0,9.5e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:38.359234+02:00,,,,115000000.0,9.7e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:39.359326+02:00,,,,121000000.0,0.00013000000000000002,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:40.359216+02:00,,,,121000000.0,0.000109,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:41.359206+02:00,,,,121000000.0,8.8e-05,10.175.117.136,47474,193.174.67.58,5204,0
2021-06-22 09:53:42.359192+02:00,,,,126000000.0,0.000163,10.175.117.136,47474,193.174.67.58,5204,0
